11
11
13
12
13
18
14
14
14
13
18
16
16
14
10
16
16
16
13
14
11
19
14
14
13
14
14
15
15
14
17
10
11
15
18
12
13
19
19
16
10
15
10
11
14
15
14
15
23
15
12
14
13
19
20
16
13
13
12
